list_name,name,label,region,district,,
settlements,NC-3913-N15-001,22 Village,nugaal,garowe,,
settlements,NC-3810-L13-014,26 June/Almis,woqooyi_galbeed,hargeysa,,
settlements,NC-3810-L13-015,26 June/Cayncal,woqooyi_galbeed,hargeysa,,
settlements,NC-3810-L13-008,26 June/Durfa,woqooyi_galbeed,hargeysa,,
settlements,NC-3810-L13-018,26 June/Qol Jamo,woqooyi_galbeed,hargeysa,,
settlements,NA-3806-Q30-016,A/Taraman Mayow,lower_shabelle,wanla_weyn,,
settlements,NA-3806-J12-003,Aabaan Weyn,bay,buur_hakaba,,
settlements,NA-3806-J12-002,Aabaan Yare,bay,buur_hakaba,,
settlements,NA-3801-Y33-006,Aabaraka,bay,baidoa,,
settlements,NA-3807-L01-008,Aabdille-Eenow,lower_shabelle,wanla_weyn,,
settlements,NA-3802-Z15-004,Aabow,bay,buur_hakaba,,
settlements,NC-3810-A07-001,Aada,woqooyi_galbeed,gebiley,,
settlements,NA-3806-X01-006,Aadali-Wiin,bay,buur_hakaba,,
settlements,NA-3810-P10-019,Aadan Harmey,lower_shabelle,sablaale,,
settlements,NC-3810-P15-003,Aadan Muuse,woqooyi_galbeed,hargeysa,,
settlements,NC-3811-M13-002,Aadan Saleebaan,togdheer,burco,,
settlements,NA-3810-F26-003,Aadan-Cadde/Deegaanta,lower_shabelle,marka,,
settlements,NA-3810-E26-013,Aadao Nuur,lower_shabelle,qoryooley,,
settlements,NA-3810-G26-005,Aaliyo,lower_shabelle,marka,,
settlements,NA-3805-S08-004,Aaminaay,gedo,baardheere,,
settlements,NA-3806-D14-009,Aaminey,bay,buur_hakaba,,
settlements,NA-3805-S08-003,Aaminey 9,gedo,baardheere,,
settlements,NA-3806-C05-003,Aaminey/Kobon Koodi,bay,baidoa,,
settlements,NA-3802-Y10-002,Aaminow,bay,baidoa,,
settlements,NA-3805-Z07-001,Aanole,gedo,baardheere,,
settlements,NA-3805-W28-001,Aanoy,bay,buur_hakaba,,
settlements,NC-3902-P02-001,Aantaara,bari,bossaso,,
settlements,NA-3802-W01-007,Aaqoosh,bay,baidoa,,
settlements,NA-3801-T33-003,Aarag,bay,baidoa,,
settlements,NC-3810-M07-002,Aarale,woqooyi_galbeed,hargeysa,,
settlements,NA-3807-L01-006,Aariyooda,lower_shabelle,wanla_weyn,,
settlements,NA-3805-L33-001,Aasho,bay,buur_hakaba,,
settlements,NA-3801-V32-008,Aawdiinle,bay,baidoa,,
settlements,NA-3805-N24-001,Aawjika,bay,diinsoor,,
settlements,NA-3802-Y15-003,Aayaroy,bay,buur_hakaba,,
settlements,NA-3802-Y09-001,Aayolay,bay,baidoa,,
settlements,NA-3805-X12-002,Abaali,bay,diinsoor,,
settlements,NB-3901-B09-001,Abaaray,nugaal,burtinle,,
settlements,NB-3804-Y22-001,Abaarey,mudug,gaalkacyo,,
settlements,NB-3814-Z09-003,Abaarey,bakool,xudur,,
settlements,NC-3810-K09-001,Abaarso,woqooyi_galbeed,hargeysa,,
settlements,NC-3805-W27-001,Abaase Dhadheer,awdal,borama,,
settlements,NA-3806-F14-007,Abaawle (1),bay,buur_hakaba,,
settlements,NA-3806-F14-003,Abaawle (2),bay,buur_hakaba,,
settlements,NA-3805-X06-001,Abaayle,gedo,baardheere,,
settlements,NA-3807-H02-003,Abaayow,lower_shabelle,wanla_weyn,,
settlements,NA-3810-J17-001,Ababscia,lower_shabelle,kurtunwaarey,,
settlements,NA-3806-F07-004,Abac Gurei,bay,buur_hakaba,,
settlements,NA-3801-X31-004,Abag Balow,bay,baidoa,,
settlements,NA-3810-X12-007,Abag Boostoole,lower_shabelle,baraawe,,
settlements,NA-3802-J08-001,Abag Dheere,bay,baidoa,,
settlements,NA-3805-B30-004,Abag Dheere,bay,baidoa,,
settlements,NA-3801-Q30-001,Abag-Guduud,bay,baidoa,,
settlements,NA-3802-M08-003,Abagle,bay,baidoa,,
settlements,NA-3802-N02-003,Abagsan Hareeri,bay,baidoa,,
settlements,NA-3805-R17-001,Abag-Tag,bay,diinsoor,,
settlements,NC-3805-Z30-001,Abakor Cadaawe,awdal,borama,,
settlements,NA-3802-B10-003,Abal,bakool,xudur,,
settlements,NB-3814-X12-001,Abaq Beeday,bakool,xudur,,
settlements,NA-3810-S14-001,Abaq Boostoolle1/Robow1,lower_shabelle,baraawe,,
settlements,NA-3802-A19-002,Abaq Dhere,bakool,tayeeglow,,
settlements,NA-3805-S11-001,Abaq Haluul,bay,diinsoor,,
settlements,NA-3810-R16-001,Abaq Mudule,lower_shabelle,baraawe,,
settlements,NA-3802-B21-002,Abaq Turuuruq,bakool,tayeeglow,,
settlements,NA-3802-F24-002,Abaqlow,bakool,tayeeglow,,
settlements,NA-3806-C13-003,Abaqsaarre,bay,buur_hakaba,,
settlements,NA-3807-L01-007,Abashiiq,lower_shabelle,wanla_weyn,,
settlements,NC-3805-X27-002,Abasse Gaagaab,awdal,borama,,
settlements,NA-3810-D28-006,Abay Eriley,lower_shabelle,marka,,
settlements,NA-3807-V04-007,Abbannaale,lower_shabelle,afgooye,,
settlements,SA-3801-M05-002,Abdale Birole,lower_juba,kismayo,,
settlements,SA-3801-A14-004,Abdi Arbo,lower_juba,jamaame,,
settlements,SA-3801-H07-001,Abdi Dhore,lower_juba,kismayo,,
settlements,NA-3810-C28-011,Abdi Hakim,lower_shabelle,qoryooley,,
settlements,NA-3801-D12-002,Abdi Kheyr,gedo,luuq,,
settlements,NA-3807-L01-019,Abdile Aliyow,lower_shabelle,wanla_weyn,,
settlements,NA-3805-R07-002,Abdirahman,gedo,baardheere,,
settlements,NA-3806-N30-002,Abdiyow Aliyow/Ilka Gooyo,lower_shabelle,wanla_weyn,,
settlements,NA-3807-M02-014,Abdiyow Arow,lower_shabelle,wanla_weyn,,
settlements,NA-3806-M30-003,Abdiyow-Ayuub,lower_shabelle,wanla_weyn,,
settlements,NA-3807-M02-013,Abdule Isaq,lower_shabelle,wanla_weyn,,
settlements,NA-3807-B17-003,Abdule Kudaad,middle_shabelle,jowhar,,
settlements,NA-3806-N28-001,Abdulle Muqtar,lower_shabelle,wanla_weyn,,
settlements,NA-3806-S27-006,Abdulle-Gubane,lower_shabelle,wanla_weyn,,
settlements,NA-3801-Z33-003,Abdurug,bay,baidoa,,
settlements,NA-3801-X33-010,Abees Eemid,bay,baidoa,,
settlements,NA-3807-F04-004,Abeesaale,lower_shabelle,wanla_weyn,,
settlements,NB-3814-C23-001,Abeesale,bakool,ceel_barde,,
settlements,NA-3801-X33-001,Abeesgarwaal,bay,baidoa,,
settlements,NB-3814-Z13-005,Abersale,bakool,xudur,,
settlements,NA-3807-N02-002,Abgaalow,lower_shabelle,afgooye,,
settlements,NA-3810-G26-002,Abiikarow,lower_shabelle,marka,,
settlements,NA-3810-C28-002,Abliko,lower_shabelle,qoryooley,,
settlements,NA-3810-D28-009,Abokar Yesey,lower_shabelle,marka,,
settlements,NC-3809-A32-002,Abokor-Caddaawe,awdal,baki,,
settlements,NA-3716-Q26-001,Aboli,lower_juba,afmadow,,
settlements,NA-3806-H14-003,Aboor Yoome,bay,buur_hakaba,,
settlements,NA-3801-T11-002,Aboore,gedo,garbahaarey,,
settlements,NA-3801-X25-006,Aboore,bay,baidoa,,
settlements,NB-3814-S09-001,Aboore,bakool,xudur,,
settlements,NB-3815-Z15-001,Aboorey,hiraan,bulo_burto,,
settlements,NA-3802-E22-001,Aboorow,bakool,tayeeglow,,
settlements,NA-3801-B10-001,Aboow,gedo,luuq,,
settlements,NA-3810-F24-003,Aboow Cali,lower_shabelle,qoryooley,,
settlements,NA-3806-C10-001,Aborko,bay,buur_hakaba,,
settlements,NA-3813-Y16-004,Aboro,lower_juba,jamaame,,
settlements,NB-3813-Z10-003,Abowiye,gedo,luuq,,
settlements,NB-3814-Y25-001,Aboy Abowle,bakool,tayeeglow,,
settlements,NA-3801-Z25-003,Abrano,bay,baidoa,,
settlements,NA-3810-S08-003,Abrarow,lower_shabelle,sablaale,,
settlements,NA-3708-N24-001,Abrone,gedo,ceel_waaq,,
settlements,NA-3805-W33-001,Abtugay,bay,buur_hakaba,,
settlements,NA-3716-Y20-001,Abu Gala,lower_juba,afmadow,,
settlements,NC-3809-B25-001,Abu Qays,awdal,borama,,
settlements,NA-3810-Q18-001,Abu Shegow,lower_shabelle,baraawe,,
settlements,NA-3716-V25-001,Abugal,lower_juba,afmadow,,
settlements,NB-3814-Z12-008,Aburow Issak Mursal,bakool,xudur,,
settlements,NB-3807-U27-001,Abutwaq,galgaduud,cabudwaaq,,
settlements,NA-3805-A31-002,Abuukar Xaaji Figow,bay,baidoa,,
settlements,NB-3815-S10-001,Abuur Dambe,hiraan,bulo_burto,,
settlements,NA-3801-T31-008,Abuurow,bay,baidoa,,
settlements,NB-3814-Z12-012,Abuurow Edin,bakool,xudur,,
settlements,NA-3805-F18-002,Abuurow/Daarti,bay,qansax_dheere,,
settlements,NC-3810-M07-001,Abuurriin,woqooyi_galbeed,hargeysa,,
settlements,NA-3802-X04-019,Acd,bay,baidoa,,
settlements,NA-3801-P04-002,Adaa Gooso,gedo,garbahaarey,,
settlements,NA-3806-P02-001,Adaanow,bay,buur_hakaba,,
settlements,NA-3803-T14-001,Adadere,hiraan,jalalaqsi,,
settlements,NA-3805-S16-001,Adad-Gerey,bay,diinsoor,,
settlements,NA-3803-V09-001,Adadle Ibrahim,middle_shabelle,jowhar,,
settlements,NC-3902-K29-001,Adado,bari,caluula,,
settlements,NA-3807-N05-002,Adale,lower_shabelle,afgooye,,
settlements,NA-3803-U10-001,Adale Afwayne,hiraan,jalalaqsi,,
settlements,NA-3810-G25-030,Adaliyow,lower_shabelle,marka,,
settlements,NA-3807-C12-004,Adalou,middle_shabelle,jowhar,,
settlements,NC-3810-Y14-001,Adan Abokor,woqooyi_galbeed,hargeysa,,
settlements,NA-3807-L02-008,Adan Nure,lower_shabelle,wanla_weyn,,
settlements,NA-3803-F28-001,Adan Yabaal,middle_shabelle,adan_yabaal,,
settlements,NC-3914-A02-001,Adego,bari,qardho,,
settlements,NA-3801-P31-001,Adegow,bay,baidoa,,
settlements,NA-3809-B29-001,Adeile,bay,buur_hakaba,,
settlements,NA-3802-K11-001,Adenwaraabow,bay,baidoa,,
settlements,NA-3801-X32-011,Adey Garaar,bay,baidoa,,
settlements,NA-3810-B30-002,Adey Yuure,lower_shabelle,afgooye,,
settlements,NA-3810-D26-001,Adeyiey,lower_shabelle,qoryooley,,
settlements,NA-3806-P30-023,Adeyley Aw Mamo,lower_shabelle,wanla_weyn,,
settlements,NC-3816-H15-001,Adhicadeeye,sool,laas_caanood,,
settlements,NA-3801-X30-002,Adiiki,bay,baidoa,,
settlements,NC-3909-M28-001,Adisoone,bari,qardho,,
settlements,NA-3802-H06-002,Adoomow,bay,baidoa,,
settlements,NA-3801-X29-001,Aduble-Guure,bay,baidoa,,
settlements,NA-3810-F25-003,Aesow,lower_shabelle,qoryooley,,
settlements,NA-3809-A31-001,Af Ed,bay,buur_hakaba,,
settlements,NC-3913-Q26-001,Af Gadud,nugaal,garowe,,
settlements,NB-3813-W26-001,Af Gooye,bakool,rab_dhuure,,
settlements,NC-3902-C25-001,Af Kala Haye,bari,caluula,,
settlements,NC-3906-U31-001,Af Ruugleey,bari,iskushuban,,
settlements,NA-3803-S04-001,Af Uen,hiraan,bulo_burto,,
settlements,NC-3905-D21-001,Af Urur,sanaag,laasqoray,,
settlements,NA-3805-P07-002,Af Yar,gedo,baardheere,,
settlements,NA-3806-R06-001,Afaalo,bay,buur_hakaba,,
settlements,NA-3802-W29-001,Afar Daar,lower_shabelle,wanla_weyn,,
settlements,NA-3802-T02-007,Afar Irdood,bay,baidoa,,
settlements,NA-3801-V30-002,Afar Yaaq,bay,baidoa,,
settlements,NA-3810-G27-003,Afar Yak,lower_shabelle,marka,,
settlements,NA-3806-A18-006,Afarta Yaaq/Towfiq,bay,buur_hakaba,,
settlements,NA-3802-T01-002,Afaryag,bay,baidoa,,
settlements,NB-3905-N18-002,Af-Barwaaqo,mudug,hobyo,,
settlements,NC-3902-W16-001,Af-Bashaashin,bari,qandala,,
settlements,NB-3808-F33-001,Afbulo,mudug,hobyo,,
settlements,NA-3803-K15-001,Afcad,hiraan,bulo_burto,,
settlements,NC-3902-X09-001,Afcad,bari,qandala,,
settlements,NC-3809-C27-001,Afcas,awdal,borama,,
settlements,NC-3907-P07-001,Afdiin Sh Well,bari,iskushuban,,
settlements,NB-3909-F01-001,Afgaduudle,mudug,hobyo,,
settlements,NA-3810-A33-003,Afgoi,lower_shabelle,afgooye,,
settlements,NA-3801-D21-001,Afgooy,gedo,luuq,,
settlements,NA-3813-B14-002,Afgooy,middle_juba,buaale,,
settlements,NA-3803-U12-006,Afgooye,hiraan,jalalaqsi,,
settlements,NA-3805-M18-001,Afgooye,bay,diinsoor,,
settlements,NA-3805-V07-003,Afgooye,gedo,baardheere,,
settlements,NA-3807-W03-007,Afgooye,lower_shabelle,afgooye,,
settlements,NB-3813-Z26-005,Afgooye,bakool,rab_dhuure,,
settlements,NB-3814-W17-002,Afgooye,bakool,xudur,,
settlements,NC-3811-G14-002,Afgooye,togdheer,burco,,
settlements,NA-3807-W03-009,Afgooye/Baalguri,lower_shabelle,afgooye,,
settlements,NA-3807-W03-013,Afgooye/Caytire,lower_shabelle,afgooye,,
settlements,NA-3807-W03-010,Afgooye/Dhagahtur,lower_shabelle,afgooye,,
settlements,NA-3807-W03-005,Afgooye/Hawo Tako,lower_shabelle,afgooye,,
settlements,NA-3807-W03-006,Afgooye/Mbagathi,lower_shabelle,afgooye,,
settlements,NA-3807-W03-012,Afgooye/Raqeyle,lower_shabelle,afgooye,,
settlements,NA-3810-H20-001,Afgoye-Yarey,lower_shabelle,kurtunwaarey,,
settlements,NA-3802-W03-001,Afhuug,bay,baidoa,,
settlements,NC-3811-P12-001,Afineyn,togdheer,burco,,
settlements,NA-3806-B03-001,Afjiinow,bay,baidoa,,
settlements,NC-3902-T15-002,Afkarrin (Medlaha),bari,qandala,,
settlements,NA-3810-J18-005,Aflow,lower_shabelle,kurtunwaarey,,
settlements,NA-3813-M02-001,Afmadow,lower_juba,afmadow,,
settlements,NC-3913-R31-001,Aftugweyne,nugaal,eyl,,
settlements,NA-3806-T31-001,Afuu Faaley/Bulo Aiheyda,lower_shabelle,afgooye,,
settlements,NB-3812-E13-001,Afwaax,galgaduud,cadaado,,
settlements,NB-3804-W26-001,Af-Weyn,mudug,gaalkacyo,,
settlements,NC-3812-Q20-001,Afweyne,sool,xudun,,
settlements,NB-3812-J02-001,Afweyne Banaan,galgaduud,dhuusamarreeb,,
settlements,NA-3801-R31-003,Af-Wiini,bay,baidoa,,
settlements,NA-3803-B13-002,Ag Bascir,hiraan,bulo_burto,,
settlements,NC-3806-Z26-001,Aga Maroodi,woqooyi_galbeed,berbera,,
settlements,NC-3810-B10-001,Agabar,woqooyi_galbeed,gebiley,,
settlements,NA-3806-N33-016,Agal Gubay Yarey,lower_shabelle,wanla_weyn,,
settlements,NC-3810-H06-006,Agamsaha,woqooyi_galbeed,gebiley,,
settlements,NC-3810-H06-001,Agamsaha Hoose,woqooyi_galbeed,gebiley,,
settlements,NC-3810-H06-004,Agamsaha Sare,woqooyi_galbeed,gebiley,,
settlements,NC-3810-H05-002,Agamso,woqooyi_galbeed,gebiley,,
settlements,NA-3804-K07-001,Agar Gul,middle_shabelle,adan_yabaal,,
settlements,NA-3810-H28-002,Agaran,lower_shabelle,marka,,
settlements,NC-3906-N30-001,Agarboale,bari,iskushuban,,
settlements,NB-3813-Y15-001,Aggherar,gedo,luuq,,
settlements,NA-3805-P10-001,Agghini,gedo,baardheere,,
settlements,NA-3807-F14-001,Agmarey,middle_shabelle,jowhar,,
settlements,NC-3806-U26-001,Ago Merodeh,woqooyi_galbeed,berbera,,
settlements,SA-3704-D33-001,Agodi,lower_juba,kismayo,,
settlements,NB-3814-Z12-009,Agoow,bakool,xudur,,
settlements,NC-3902-V21-001,Ahable,bari,iskushuban,,
settlements,NA-3810-G22-003,Ahmed Gaas,lower_shabelle,qoryooley,,
settlements,NB-3814-C17-001,Ahmed Korey,bakool,ceel_barde,,
settlements,NA-3806-C16-008,Aifodo,bay,buur_hakaba,,
settlements,NA-3813-C29-001,Aiifelle,middle_juba,jilib,,
settlements,NA-3806-L11-004,Ailesho,bay,buur_hakaba,,
settlements,NC-3902-B28-001,Airebehje,bari,caluula,,
settlements,NA-3801-Y09-001,Ajaaw,gedo,garbahaarey,,
settlements,NA-3810-F24-012,Ajaliiri,lower_shabelle,qoryooley,,
settlements,NA-3810-F23-014,Ajeeri,lower_shabelle,qoryooley,,
settlements,NA-3806-G15-001,Ajin,bay,buur_hakaba,,
settlements,NC-3816-S33-001,Akuule,sool,laas_caanood,,
settlements,NC-3906-Q25-001,Al Marodle,bari,iskushuban,,
settlements,NA-3814-D04-001,Al Medou,lower_shabelle,baraawe,,
settlements,NC-3906-U31-002,Al Rungle,bari,iskushuban,,
settlements,NC-3810-D19-001,Alaala-Cadka,woqooyi_galbeed,hargeysa,,
settlements,NA-3810-S15-001,Aladhajo,lower_shabelle,baraawe,,
settlements,NA-3810-L12-001,Alafuutow,lower_shabelle,kurtunwaarey,,
settlements,NA-3810-F23-015,Alambuur,lower_shabelle,qoryooley,,
settlements,NA-3810-P10-002,Alanshile,lower_shabelle,sablaale,,
settlements,NB-3811-U12-004,Alanweyn,hiraan,belet_weyne,,
settlements,NA-3806-B07-004,Aleemi,bay,baidoa,,
settlements,NA-3801-A28-001,Aleemow,bakool,waajid,,
settlements,NA-3807-F14-003,Ali Alwaan,middle_shabelle,jowhar,,
settlements,NA-3809-Y32-001,Ali Assan,lower_shabelle,sablaale,,
settlements,NA-3806-L33-004,Ali Dhuub,lower_shabelle,wanla_weyn,,
settlements,NC-3815-L12-002,Ali Faarah,togdheer,burco,,
settlements,NC-3805-P28-001,Ali Gala,awdal,borama,,
settlements,NA-3806-W27-002,Ali Omorow,lower_shabelle,qoryooley,,
settlements,NA-3806-T28-004,Alifleey,lower_shabelle,afgooye,,
settlements,NA-3807-T05-003,Alifoow,lower_shabelle,afgooye,,
settlements,NC-3805-T27-002,Ali-Heley,awdal,borama,,
settlements,NA-3806-T29-001,Aliindi,lower_shabelle,afgooye,,
settlements,NA-3810-T09-001,Alio Eddao,lower_shabelle,baraawe,,
settlements,NA-3806-P30-013,Alio Mama,lower_shabelle,wanla_weyn,,
settlements,NA-3809-C11-002,Aliowkerow,bay,diinsoor,,
settlements,NB-3808-E27-001,Aliwal,mudug,gaalkacyo,,
settlements,NB-3816-F27-001,Aliyalo,mudug,xarardheere,,
settlements,NB-3814-Y24-001,Aliyo,bakool,tayeeglow,,
settlements,NA-3805-E29-003,Aliyow Abukar,bay,baidoa,,
settlements,NA-3801-L29-002,Aliyow Aliyow,bay,baidoa,,
settlements,NA-3807-J04-003,Aliyow Baaley,lower_shabelle,wanla_weyn,,
settlements,NA-3806-Q29-006,Aliyow Baarow,lower_shabelle,wanla_weyn,,
settlements,NA-3806-C07-002,Aliyow Dooyow,bay,buur_hakaba,,
settlements,NA-3805-T09-001,Aliyow Goldhow,gedo,baardheere,,
settlements,NA-3806-G14-005,Aliyow-Geele,bay,buur_hakaba,,
settlements,NA-3803-H31-001,Al-Kowsar,middle_shabelle,adan_yabaal,,
settlements,NA-3802-G06-002,Alla Gabe,bay,baidoa,,
settlements,NA-3801-P33-002,Alla Qabe,bay,baidoa,,
settlements,SA-3704-H13-001,Allanga Gurrow,lower_juba,badhaadhe,,
settlements,NC-3810-Q01-001,Allay Baday,woqooyi_galbeed,gebiley,,
settlements,NA-3805-M22-002,Allenta,bay,diinsoor,,
settlements,NA-3809-A31-002,Alol Lamma Gad,bay,buur_hakaba,,
settlements,NA-3802-B07-002,Aloondilow/Dadaraadi,bakool,xudur,,
settlements,NA-3803-F28-002,Alud,middle_shabelle,adan_yabaal,,
settlements,NB-3816-R07-001,Al-Wakiil,galgaduud,ceel_buur,,
settlements,NA-3810-M23-001,Alweyn,lower_shabelle,marka,,
settlements,NC-3905-X23-001,Alxamdullileh,sanaag,laasqoray,,
settlements,NA-3806-R29-009,Amad Aliyow,lower_shabelle,wanla_weyn,,
settlements,NC-3810-S32-001,Amadara,togdheer,owdweyne,,
settlements,NA-3801-X25-005,Amalka,bay,baidoa,,
settlements,NB-3814-Z14-002,Amalka/Gerer Yeroy,bakool,xudur,,
settlements,NA-3802-Z13-003,Amarka,bay,buur_hakaba,,
settlements,NA-3813-S17-004,Ambago,lower_juba,jamaame,,
settlements,NB-3812-X31-001,Ambalio,mudug,xarardheere,,
settlements,NA-3810-M21-006,Ambery Yarey,lower_shabelle,marka,,
settlements,NA-3806-H15-003,Ambul,bay,buur_hakaba,,
settlements,NA-3806-M15-001,Aminey,bay,buur_hakaba,,
settlements,NA-3813-R19-001,Aminow,middle_juba,jilib,,
settlements,NA-3813-N17-002,Amnney,middle_juba,jilib,,
settlements,NA-3813-J02-001,Anateel Afmado,lower_juba,afmadow,,
settlements,NA-3810-U14-001,Ancherrou,lower_shabelle,baraawe,,
settlements,NC-3809-A28-001,Ando Bait,awdal,borama,,
settlements,NA-3813-J17-003,Anduuma,middle_juba,jilib,,
settlements,NC-3902-T14-001,Anghor,bari,qandala,,
settlements,NC-3905-Z31-001,Anghor Daban,bari,qardho,,
settlements,NA-3809-Y13-001,Angole Uen,middle_juba,buaale,,
settlements,NA-3813-E14-001,Aniuma,lower_juba,afmadow,,
settlements,NA-3813-Q16-001,Ankele,middle_juba,jilib,,
settlements,NC-3810-H11-001,Annayo,woqooyi_galbeed,hargeysa,,
settlements,NA-3809-X13-003,Anole,middle_juba,buaale,,
settlements,SA-3704-W32-001,Anole,lower_juba,kismayo,,
settlements,NA-3801-U29-002,Anoloow,bay,baidoa,,
settlements,NA-3716-H30-001,Anzubsito,lower_juba,afmadow,,
settlements,NA-3807-C17-002,Aqabduco,middle_shabelle,jowhar,,
settlements,NA-3807-W09-006,Aqableey,lower_shabelle,afgooye,,
settlements,NB-3815-Y12-001,Aqabloow,hiraan,bulo_burto,,
settlements,NA-3810-M21-004,Aqab-Muusow,lower_shabelle,marka,,
settlements,NA-3810-P18-002,Aqabtalaal,lower_shabelle,baraawe,,
settlements,NA-3807-P08-003,Aqal Saar,middle_shabelle,balcad,,
settlements,NA-3806-N33-017,Aqal-Gugaay,lower_shabelle,wanla_weyn,,
settlements,NA-3704-D31-003,Aqallo,gedo,belet_xaawo,,
settlements,NA-3704-W22-001,Aqallo Aar,gedo,belet_xaawo,,
settlements,NA-3802-G31-001,Ar Gummo,hiraan,bulo_burto,,
settlements,NA-3813-Z16-004,Araara,lower_juba,jamaame,,
settlements,NA-3806-E13-012,Araay,bay,buur_hakaba,,
settlements,NA-3809-P21-002,Arabow,middle_juba,buaale,,
settlements,NC-3809-B27-003,Araqolab,awdal,borama,,
settlements,NC-3906-B31-001,Arar Gubetti,bari,iskushuban,,
settlements,NA-3813-Z15-004,Arar Yarey,lower_juba,jamaame,,
settlements,NA-3803-V13-001,Ararchi Eggi,middle_shabelle,jowhar,,
settlements,NA-3716-G23-002,Araroba,lower_juba,afmadow,,
settlements,NA-3807-V05-007,Aray Mooy,lower_shabelle,afgooye,,
settlements,NA-3813-E29-001,Arbadinle,middle_juba,jilib,,
settlements,NA-3801-M29-001,Arbasala Wp,bay,baidoa,,
settlements,NA-3813-M22-001,Arbey Cabdi,middle_juba,jilib,,
settlements,NA-3806-L29-005,Arbi,lower_shabelle,wanla_weyn,,
settlements,NA-3813-P24-001,Arbo  Abdi,middle_juba,jilib,,
settlements,NA-3810-L16-001,Arbo-Heerow,lower_shabelle,kurtunwaarey,,
settlements,NA-3809-D20-001,Arbohiray,bay,diinsoor,,
settlements,NA-3806-W23-008,Arbow,lower_shabelle,qoryooley,,
settlements,NA-3805-W33-005,Arbow-Doole,bay,buur_hakaba,,
settlements,NA-3810-M14-001,Arbow-Yarow,lower_shabelle,kurtunwaarey,,
settlements,NC-3808-U27-001,Ardaa,sanaag,ceerigaabo,,
settlements,NC-3810-M09-002,Ardaal,woqooyi_galbeed,hargeysa,,
settlements,NB-3716-X33-001,Arda-Jiroow,gedo,doolow,,
settlements,NB-3812-D11-001,Ardo,galgaduud,cadaado,,
settlements,NA-3802-V06-001,Areeg,bay,baidoa,,
settlements,NA-3810-K20-003,Arees Eber,lower_shabelle,kurtunwaarey,,
settlements,NA-3813-M21-001,Arenaga,middle_juba,jilib,,
settlements,NB-3901-Q26-001,Areri Lalamod,mudug,jariiban,,
settlements,NC-3808-R16-001,Argasan,sanaag,ceerigaabo,,
settlements,NC-3809-F31-001,Argeeg,woqooyi_galbeed,gebiley,,
settlements,NA-3813-P16-008,Arghed,middle_juba,jilib,,
settlements,NB-3807-W22-001,Ariadays,galgaduud,cabudwaaq,,
settlements,NB-3815-J13-001,Ari-Coogeys,hiraan,belet_weyne,,
settlements,NA-3806-M32-003,Arieegle,lower_shabelle,wanla_weyn,,
settlements,NA-3801-V24-001,Arilay,gedo,garbahaarey,,
settlements,NB-3902-A09-001,Arin Ragazz,nugaal,eyl,,
settlements,NA-3810-E31-003,Ariradle,lower_shabelle,marka,,
settlements,NB-3901-E26-001,Arisimo,nugaal,eyl,,
settlements,NA-3807-J26-002,Arjeegle,middle_shabelle,cadale,,
settlements,NA-3806-H04-003,Arjeg/Dafaad,bay,buur_hakaba,,
settlements,NA-3802-V03-004,Arkijedi,bay,baidoa,,
settlements,NC-3902-P28-001,Armugia,bari,iskushuban,,
settlements,NC-3913-D04-001,Arooley,sool,taleex,,
settlements,NC-3805-S20-001,Aroor-Seel,awdal,borama,,
settlements,NA-3801-J32-002,Aroos Eber,bakool,waajid,,
settlements,NB-3814-Z12-013,Aroos Eber,bakool,xudur,,
settlements,NA-3802-X02-001,Aroos Ibir,bay,baidoa,,
settlements,NA-3801-V33-001,Aroos Xaawa,bay,baidoa,,
settlements,NA-3807-D15-002,Aroos-Beenaad,middle_shabelle,jowhar,,
settlements,NA-3807-D15-001,Aroos-Beenaad 2,middle_shabelle,jowhar,,
settlements,NA-3801-B11-002,Aroosow,gedo,luuq,,
settlements,NA-3806-N14-001,Aroostole,bay,buur_hakaba,,
settlements,NA-3809-A06-003,Arosurre,gedo,baardheere,,
settlements,NA-3807-V05-008,Arrinmoog,lower_shabelle,afgooye,,
settlements,NC-3810-L29-001,Arris,bari,bandarbayla,,
settlements,NC-3809-H33-003,Arroberar,woqooyi_galbeed,gebiley,,
settlements,NB-3813-Y30-002,Arshamo,bakool,rab_dhuure,,
settlements,NA-3813-J17-002,Arundoole,middle_juba,jilib,,
settlements,NB-3813-U21-001,Arunlei,bakool,rab_dhuure,,
settlements,NA-3806-A01-008,Arydabaal Caliyow Muumin,bay,baidoa,,
settlements,NA-3807-T06-004,As/Axmed Huu,lower_shabelle,afgooye,,
settlements,NA-3802-Z17-003,Asaa-Kaay,bay,buur_hakaba,,
settlements,NA-3805-B31-004,Asa-Kaay,bay,baidoa,,
settlements,NA-3806-C06-002,Asalin Yarey,bay,baidoa,,
settlements,NA-3806-C06-001,Asalin-Wiini,bay,buur_hakaba,,
settlements,NC-3906-R32-001,Ascira,bari,iskushuban,,
settlements,NA-3802-T02-001,Asha Fartow,bay,baidoa,,
settlements,NA-3806-M30-007,Ashagoow,lower_shabelle,wanla_weyn,,
settlements,NA-3802-Y02-002,Ashagow,bay,baidoa,,
settlements,NA-3806-A19-004,Ashar/Xassan Daa'Ud,bay,buur_hakaba,,
settlements,NA-3809-E16-004,Asharow 2,bay,diinsoor,,
settlements,NA-3806-Y22-001,Asheg Marer,lower_shabelle,qoryooley,,
settlements,NA-3806-Y22-003,Asheg Tugar,lower_shabelle,qoryooley,,
